mode,epoch,train_loss,validation_loss,learning_rate
static_interval,151,0.647361536446,0.410586565733,0.0005
static_interval,152,0.595785450635,0.410890370607,0.0005
static_interval,153,0.656894799861,0.411843121052,0.0005
static_interval,154,0.619906490141,0.413146346807,0.0005
static_interval,155,0.602004394966,0.414402395487,0.0005
static_interval,156,0.617094533623,0.414711773396,0.0005
static_interval,157,0.618633459012,0.414734780788,0.0005
static_interval,158,0.605782420005,0.41540274024,0.0005
static_interval,159,0.568871649556,0.415245741606,0.0005
static_interval,160,0.593609223388,0.414556622505,0.0005
static_interval,161,0.6177332465,0.413940936327,0.00025
static_interval,162,0.627207027666,0.413936108351,0.00025
static_interval,163,0.605065038744,0.414050221443,0.00025
static_interval,164,0.608318242262,0.414255738258,0.00025
static_interval,165,0.632950731793,0.414320766926,0.00025
static_interval,166,0.607910685194,0.414493203163,0.00025
static_interval,167,0.650277558738,0.414306819439,0.00025
static_interval,168,0.636609146805,0.414455384016,0.00025
static_interval,169,0.587824898321,0.414311975241,0.00025
static_interval,170,0.616961478062,0.414392113686,0.000125
static_interval,171,0.600914748772,0.41462174058,0.000125
