sigma_y,repeat,target,group,n_all,n_censored,observed_quantile,coverage_at_gpr_week,method
0.002,93,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,93,95,2,102,2,20.5714285714,0.901960784314,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,93,95,3,89,5,inf,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,93,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,93,99,2,134,3,inf,0.917910447761,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,93,99,3,70,5,inf,0.914285714286,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,50,2,62,2,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,50,3,140,6,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,75,2,89,3,13.7142857143,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,75,3,95,4,15.5714285714,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,90,1,139,2,16.4285714286,0.863309352518,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,90,2,61,2,16.2857142857,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,90,3,67,4,23.4285714286,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,95,2,102,3,21.4285714286,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,95,3,89,4,26.4285714286,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,99,2,134,4,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,94,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,50,2,62,0,12.5714285714,0.145161290323,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,50,3,140,5,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,75,1,83,0,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,75,2,89,2,13.2857142857,0.696629213483,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,75,3,95,3,15.1428571429,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,90,1,139,0,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,90,2,61,2,15.1428571429,0.885245901639,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,90,3,67,3,20.8571428571,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,95,1,76,0,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,95,2,102,2,17.8571428571,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,95,3,89,3,24,0.921348314607,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,99,2,134,2,inf,0.94776119403,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,95,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,50,3,140,6,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,75,2,89,2,13.4285714286,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,75,3,95,4,15.1428571429,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,90,1,139,1,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,90,2,61,2,14.8571428571,0.885245901639,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,90,3,67,4,22,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,95,1,76,1,21.2857142857,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,95,2,102,2,16.5714285714,0.941176470588,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,95,3,89,4,26.4285714286,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,99,2,134,3,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,96,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,50,3,140,7,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,75,2,89,2,13.4285714286,0.674157303371,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,75,3,95,5,16,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,90,1,139,1,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,90,2,61,3,15.5714285714,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,90,3,67,4,22,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,95,1,76,1,21.2857142857,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,95,2,102,2,20.1428571429,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,95,3,89,5,inf,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,99,2,134,4,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,97,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,50,3,140,7,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,75,2,89,2,13.4285714286,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,75,3,95,5,16,0.684210526316,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,90,1,139,1,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,90,2,61,2,15.1428571429,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,90,3,67,5,24,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,95,1,76,1,23.1428571429,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,95,2,102,2,16.5714285714,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,95,3,89,5,inf,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,99,1,63,0,26.1428571429,0.952380952381,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,99,2,134,3,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,98,99,3,70,5,inf,0.914285714286,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,50,3,140,6,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,75,2,89,2,13.4285714286,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,75,3,95,4,15.1428571429,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,90,1,139,1,16.2857142857,0.884892086331,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,90,2,61,2,15.1428571429,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,90,3,67,4,22,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,95,2,102,2,16.5714285714,0.941176470588,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,95,3,89,4,26.4285714286,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,99,2,134,3,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,99,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,50,2,62,1,12.7142857143,0.145161290323,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,50,3,140,4,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,75,1,83,0,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,75,2,89,3,13.5714285714,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,75,3,95,2,13.8571428571,0.726315789474,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,90,1,139,1,16.7142857143,0.863309352518,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,90,2,61,2,16.5714285714,0.83606557377,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,90,3,67,2,20.8571428571,0.850746268657,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,95,1,76,0,21.2857142857,0.881578947368,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,95,2,102,3,19.5714285714,0.892156862745,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,95,3,89,2,23.4285714286,0.921348314607,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,99,1,63,0,26.1428571429,0.952380952381,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,99,2,134,3,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,0,99,3,70,2,inf,0.957142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,50,2,62,1,12.5714285714,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,50,3,140,6,13.1428571429,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,75,1,83,1,13.5714285714,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,75,2,89,2,13.2857142857,0.696629213483,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,75,3,95,4,16.1428571429,0.673684210526,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,90,1,139,1,16.2857142857,0.884892086331,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,90,2,61,2,16.2857142857,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,90,3,67,4,23.1428571429,0.791044776119,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,95,1,76,1,20.2857142857,0.921052631579,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,95,2,102,2,16.5714285714,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,95,3,89,4,26.4285714286,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,99,1,63,0,24.5714285714,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,99,2,134,3,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,1,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,50,1,65,0,12.8571428571,0.0461538461538,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,50,3,140,7,13,0.185714285714,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,75,2,89,2,13.4285714286,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,75,3,95,5,16,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,90,1,139,1,16.7142857143,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,90,2,61,3,16.2857142857,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,90,3,67,4,22,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,95,1,76,1,21.2857142857,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,95,2,102,2,20.1428571429,0.901960784314,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,95,3,89,5,inf,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,99,2,134,4,inf,0.917910447761,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,2,99,3,70,4,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,50,2,62,2,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,50,3,140,4,13.1428571429,0.185714285714,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,75,2,89,3,13.7142857143,0.640449438202,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,75,3,95,2,16,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,90,1,139,2,16.2857142857,0.870503597122,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,90,2,61,2,17,0.819672131148,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,90,3,67,2,20.8571428571,0.850746268657,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,95,1,76,1,20.8571428571,0.921052631579,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,95,2,102,3,20.1428571429,0.901960784314,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,95,3,89,2,23.4285714286,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,99,2,134,4,inf,0.917910447761,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,3,99,3,70,2,inf,0.957142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,50,1,65,0,13,0.0461538461538,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,50,2,62,0,12.5714285714,0.145161290323,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,50,3,140,5,13,0.185714285714,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,75,1,83,0,13.8571428571,0.55421686747,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,75,2,89,2,13.4285714286,0.674157303371,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,75,3,95,3,13.8571428571,0.715789473684,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,90,1,139,0,16.7142857143,0.870503597122,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,90,2,61,2,16,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,90,3,67,3,22,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,95,1,76,0,21.2857142857,0.881578947368,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,95,2,102,2,19.4285714286,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,95,3,89,3,24,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,99,1,63,0,26.1428571429,0.952380952381,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,99,2,134,2,inf,0.94776119403,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,4,99,3,70,3,inf,0.942857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,50,3,140,4,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,75,2,89,2,13.2857142857,0.696629213483,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,75,3,95,2,15.5714285714,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,90,1,139,1,16.2857142857,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,90,2,61,2,15.1428571429,0.885245901639,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,90,3,67,2,20.8571428571,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,95,1,76,1,20.2857142857,0.921052631579,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,95,2,102,2,18.8571428571,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,95,3,89,2,22,0.921348314607,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,99,1,63,0,24.5714285714,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,99,2,134,3,inf,0.932835820896,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,5,99,3,70,2,inf,0.957142857143,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,50,1,65,0,12.8571428571,0.0307692307692,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,50,2,62,1,12.5714285714,0.145161290323,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,50,3,140,6,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,75,1,83,0,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,75,2,89,2,13.2857142857,0.696629213483,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,75,3,95,5,13.8571428571,0.726315789474,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,90,1,139,1,16.2857142857,0.884892086331,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,90,2,61,2,14,0.901639344262,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,90,3,67,4,22,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,95,1,76,0,20.1428571429,0.934210526316,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,95,2,102,2,18.8571428571,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,95,3,89,5,inf,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,99,1,63,0,24.5714285714,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,99,2,134,3,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,6,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,50,1,65,0,12.7142857143,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,50,2,62,1,12.5714285714,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,50,3,140,8,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,75,1,83,1,13.7142857143,0.590361445783,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,75,2,89,2,13.4285714286,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,75,3,95,6,13.8571428571,0.726315789474,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,90,1,139,1,16.4285714286,0.884892086331,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,90,2,61,2,15.1428571429,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,90,3,67,6,24,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,95,1,76,1,23.1428571429,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,95,2,102,2,16.4285714286,0.950980392157,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,95,3,89,6,inf,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,99,1,63,0,26.1428571429,0.952380952381,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,99,2,134,3,inf,0.94776119403,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,7,99,3,70,6,inf,0.914285714286,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,50,1,65,0,12.7142857143,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,50,3,140,6,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,75,1,83,1,13.5714285714,0.590361445783,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,75,2,89,2,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,75,3,95,4,15.5714285714,0.715789473684,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,90,1,139,1,16.2857142857,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,90,2,61,2,16.2857142857,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,90,3,67,4,22,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,95,1,76,1,23.1428571429,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,95,2,102,2,17,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,95,3,89,4,26.4285714286,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,99,1,63,0,26.1428571429,0.952380952381,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,99,2,134,3,inf,0.955223880597,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,8,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,50,1,65,0,12.8571428571,0.0461538461538,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,50,3,140,7,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,75,1,83,1,13.5714285714,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,75,2,89,2,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,75,3,95,5,15.8571428571,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,90,1,139,1,16.1428571429,0.892086330935,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,90,2,61,2,16.5714285714,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,90,3,67,5,24,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,95,2,102,2,19.5714285714,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,95,3,89,5,inf,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,99,1,63,0,23.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,99,2,134,3,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,9,99,3,70,5,inf,0.914285714286,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,50,1,65,0,12.7142857143,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,50,2,62,1,12.5714285714,0.161290322581,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,50,3,140,7,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,75,1,83,0,13.5714285714,0.602409638554,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,75,2,89,3,13.4285714286,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,75,3,95,5,13.8571428571,0.715789473684,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,90,1,139,1,16.2857142857,0.892086330935,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,90,2,61,3,15.1428571429,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,90,3,67,4,22,0.865671641791,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,95,1,76,0,20.8571428571,0.921052631579,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,95,2,102,3,21,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,95,3,89,5,inf,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,99,2,134,4,inf,0.932835820896,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,10,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,50,2,62,0,12.5714285714,0.145161290323,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,50,3,140,5,13,0.185714285714,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,75,1,83,0,13.5714285714,0.590361445783,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,75,2,89,2,13.4285714286,0.674157303371,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,75,3,95,3,13.8571428571,0.726315789474,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,90,1,139,0,16.1428571429,0.89928057554,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,90,2,61,2,16,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.005,11,90,3,67,3,20.5714285714,0.850746268657,固定BMI边界；扰动实测Y；未重拟合GPR
